Athens,1896,Weightlifting,Weightlifting, Launceston ELLIOTT,GBR,Men,heavyweight - two hand lift,M,Silver
Athens,1896,Wrestling,Wrestling Gre-R, Stephanos CHRISTOPOULOS,GRE,Men,open event,M,Bronze
Athens,1896,Wrestling,Wrestling Gre-R, Carl SCHUMANN,GER,Men,open event,M,Gold
Athens,1896,Wrestling,Wrestling Gre-R, Georgios TSITAS,GRE,Men,open event,M,Silver
Paris,1900,Aquatics,Swimming, Zoltan HALMAY,HUN,Men,1500m freestyle,M,Bronze
Paris,1900,Aquatics,Swimming, John Arthur JARVIS,GBR,Men,1500m freestyle,M,Gold
Paris,1900,Aquatics,Swimming, Otto WAHLE,AUT,Men,1500m freestyle,M,Silver
Paris,1900,Aquatics,Swimming, Johannes DROST,NED,Men,200m backstroke,M,Bronze
Paris,1900,Aquatics,Swimming, Ernst HOPPENBERG,GER,Men,200m backstroke,M,Gold
Paris,1900,Aquatics,Swimming, Karl RUBERL,AUT,Men,200m backstroke,M,Silver
Paris,1900,Aquatics,Swimming, Karl RUBERL,AUT,Men,200m freestyle,M,Bronze
Paris,1900,Aquatics,Swimming, Frederick C.V. LANE,AUS,Men,200m freestyle,M,Gold
Paris,1900,Aquatics,Swimming, Zoltan HALMAY,HUN,Men,200m freestyle,M,Silver
Paris,1900,Aquatics,Swimming, Peter KEMP,GBR,Men,200m obstacle event,M,Bronze
Paris,1900,Aquatics,Swimming, Frederick C.V. LANE,AUS,Men,200m obstacle event,M,Gold
Paris,1900,Aquatics,Swimming, Otto WAHLE,AUT,Men,200m obstacle event,M,Silver
Paris,1900,Aquatics,Swimming, HOUBEN,FRA,Men,200m team swimming,M,Bronze
Paris,1900,Aquatics,Swimming, Jean LEUILLIEUX,FRA,Men,200m team swimming,M,Bronze
Paris,1900,Aquatics,Swimming, Louis MARTIN,FRA,Men,200m team swimming,M,Bronze
Paris,1900,Aquatics,Swimming, Désiré MERCHEZ,FRA,Men,200m team swimming,M,Bronze
Paris,1900,Aquatics,Swimming, TARTARA,FRA,Men,200m team swimming,M,Bronze
Paris,1900,Aquatics,Swimming, Julius FREY,GER,Men,200m team swimming,M,Gold
Paris,1900,Aquatics,Swimming, Max HAINLE,GER,Men,200m team swimming,M,Gold
Paris,1900,Aquatics,Swimming, Ernst HOPPENBERG,GER,Men,200m team swimming,M,Gold
Paris,1900,Aquatics,Swimming, Max SCHÖNE,GER,Men,200m team swimming,M,Gold
Paris,1900,Aquatics,Swimming, Herbert VON PETERSDORFF,GER,Men,200m team swimming,M,Gold
Paris,1900,Aquatics,Swimming, BERTRAND,FRA,Men,200m team swimming,M,Silver
Paris,1900,Aquatics,Swimming, CADET,FRA,Men,200m team swimming,M,Silver
Paris,1900,Aquatics,Swimming, Maurice HOCHEPIED,FRA,Men,200m team swimming,M,Silver
Paris,1900,Aquatics,Swimming, Victor HOCHEPIED,FRA,Men,200m team swimming,M,Silver
Paris,1900,Aquatics,Swimming, VERBECKE,FRA,Men,200m team swimming,M,Silver
Paris,1900,Aquatics,Swimming, Louis MARTIN,FRA,Men,4000m freestyle,M,Bronze
Paris,1900,Aquatics,Swimming, John Arthur JARVIS,GBR,Men,4000m freestyle,M,Gold
Paris,1900,Aquatics,Swimming, Zoltan HALMAY,HUN,Men,4000m freestyle,M,Silver
Paris,1900,Aquatics,Swimming, Peder LYKKEBERG,DEN,Men,underwater swimming,M,Bronze
Paris,1900,Aquatics,Swimming, Charles DE VENDEVILLE,FRA,Men,underwater swimming,M,Gold
Paris,1900,Aquatics,Swimming, André SIX,FRA,Men,underwater swimming,M,Silver
Paris,1900,Aquatics,Water polo, Thomas BURGESS,FRA,Men,water polo,M,Bronze
Paris,1900,Aquatics,Water polo, COULON,FRA,Men,water polo,M,Bronze
Paris,1900,Aquatics,Water polo, Alphonse DECUYPER,FRA,Men,water polo,M,Bronze
Paris,1900,Aquatics,Water polo, DEVENOT,FRA,Men,water polo,M,Bronze
Paris,1900,Aquatics,Water polo, FARDELLE,FRA,Men,water polo,M,Bronze
Paris,1900,Aquatics,Water polo, FAVIER,FRA,Men,water polo,M,Bronze
Paris,1900,Aquatics,Water polo, Louis LAUFRAY,FRA,Men,water polo,M,Bronze
Paris,1900,Aquatics,Water polo, LERICHE,FRA,Men,water polo,M,Bronze
Paris,1900,Aquatics,Water polo, Louis MARTIN,FRA,Men,water polo,M,Bronze
Paris,1900,Aquatics,Water polo, Désiré MERCHEZ,FRA,Men,water polo,M,Bronze
Paris,1900,Aquatics,Water polo, Henri PESLIER,FRA,Men,water polo,M,Bronze
Paris,1900,Aquatics,Water polo, PESLOY,FRA,Men,water polo,M,Bronze
Paris,1900,Aquatics,Water polo, Charles TREFFEL,FRA,Men,water polo,M,Bronze
Paris,1900,Aquatics,Water polo, Paul VASSEUR,FRA,Men,water polo,M,Bronze
